"","cell_1","cell_2","cell_3","cell_4","cell_5","cell_6","cell_7","cell_8","cell_9","cell_10","cell_11","cell_12","cell_13","cell_14","cell_15","cell_16","cell_17","cell_18","cell_19","cell_20"
"ACRBP",0,23.8666,0,0,0,0,0,0.0474915,0,0,0,0,0,0,0,0,0,0,0,0
"ACRC",0,0,0,0,0,0,0.0093618,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACRV1",0,0,0,0,0,0,0,0,0,0,0.8740705,0,0,0,0,0,0,0,0,0
"ACSBG1",3.86286,0,0.563197,0,2.101835,1.72294,0,0,0,0,0,0.0393105,0.379442,0,1.83737,0,0,0,0,0
"ACSBG2",0,0,0,5.60363,2.086365,0,0.01672295,0.0186718,0,0,0,0,0,0,0,0,0,0,0,0
"ACSF2",0,0,0,1.0575395,0.972492,0,0,0.068131,0,0,0.0161727,0,0,0,0,0,0.052923,0,0,0
"ACSF3",2.65045,0,0,0,19.671,0,0,0.04911205,0,0.067842,0.1012928,0,0,0.0716665,0,0,0,0,0,0
"ACSL1",0.0443956,0,0,0,0,0,0,0.055788,82.7375,0,2.037445,0,0,0.03120755,0.1116705,0.053749,0,21.9804,0.754847,0.0557105
"ACSL3",0,0,5.70018,0.0086415,1.640955,1.6914,0,0.02385315,21.2572,31.71545,2.20337,0,1.04518,24.0851,0.00874295,0,0.01822375,0,0.01546605,33.6929
"ACSL4",0,0.0256219,0,0,0,0.154844,0.419215,0.0217108,38.0307,52.91355,0.035015,0,20.5852,0,0.0171435,0.02010125,0.0385265,56.05015,0.2476885,3.920795
"ACSL5",0,0,0,0,0.12514985,0,0.02280325,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSL6",0.15554,0.0718798,0.196294,0.03147895,0.9425135,1.55571,0.7958335,0.8201405,0.529684,0.6793835,2.416675,0.07803665,0.36786,2.225095,0.9096695,0.07322545,1.89599,0.05753235,0.186287,0.2904595
"ACSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM2A",0,0,0,0,0,0,0,0,0,0,0.1885735,0,0,0,1.052249,0,0,0,0,0
"ACSM2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM5",0,0,0,0,0,0,0,0,0,0,0.3977745,0,0,0,0,0,0,0,0,0
"ACSM6",0,7.06762,0,0,0,0,0,0.3969275,0,0,0,0,0,0,0,0,0.267358,0,0,0
"ACSS1",0,0,0,20.5463,0,0,0,0,0,0,0.8463675,0,0,0,0.04910515,0,0,0,0,0.04522195
"ACSS2",0,0,0,0,0,0,0,0,0,0,1.36012,0,0,0,0,0,1.663905,0,0.02041735,0
"ACSS3",0,0,0.0340086,0,0.832241,0,0.02061995,0.0164325,0.0500982,0.0291463,1.2104,0.0114197,0,0,0.0261737,0,0.042127,0.0408319,0,0
"ACTA1",6.64007,0.225581,0,0,0.5754125,1.60077,0,0,0,0,0,0,0.213227,0,0,0,0,0.0788635,0,0
"ACTA2",0,0,0,0,0,0,0,0,0,0.0972215,7.60464,0,0,0,0.0725045,0,0,5.420255,0,0
"ACTA2-AS1",0.0934168,0,0,0,0,0,0,0,0,0,4.589815,0,0,0,0.02009955,0,0,0.6724345,0,0
"ACTB",1055.15,467.599,554.203,110.3515,502.5865,1099.14,361.617,269.61,1263.01,286.2045,143.535,937.277,575.734,1022.515,682.7675,3212.77,149.68,1635.98,1856.89,2520.235
"ACTBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604517,0
"ACTC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131805
"ACTG1",322.178,233.49,362.64,64.41995,295.3815,338.981,170.628,91.58125,1034.79,2.99601,42.3651,816.248,195.256,558.9855,83.9296,1036.285,16.54235,916.324,873.2145,537.6635
"ACTG1P4",0.206456,0.531694,0,0.1654935,0.2201975,0.387835,0.0999113,0.047183,0.241041,0,0.16543185,0.696552,0.0703145,0.1094027,0.14578095,1.32098,0,0.748749,0.231332,0.273623
"ACTG2",5.29345,0,0.295832,0,0.4067235,0.301931,0.203422,0,0.127047,0,2.072255,0,0,0,0.0467415,0,1.1326975,11.0603,0.128816,0
"ACTL10",0,0,0,0,0,0,0.5674955,0,0,0,0.1201577,0,0,0,0,0,0,0,0,0
"ACTL6A",0,0,0,0,0.03092235,0,0,0,0,0,7.036985,0,0,0,0,0,0,0,0,0
"ACTL6B",0,0,0,0,0,0.282446,0,0.0367058,1.582595,0,0.676348,0,0,4.682445,6.673615,0,0,0,0,0
"ACTL7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL7B",0,0,0.545503,0,0,0,0,0,0,0,0.1118475,0,0,14.8832,0,0,0,0,0,0
"ACTL8",0,0,0,0,0,0,0,0,0,0,0.2208475,0,0,0,0,0,0,0,0,0
"ACTL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN1",0.0686973,6.20843,30.2727,0,0,1.02295,0.10168505,0.371018,0.03746895,0.073627,1.0464465,0.014615,8.0808,0,0.080833,5.74499,0,0.04390725,30.75565,0.04845095
"ACTN1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN2",0,0,0,0,0,0,0,0,0,0,0.0717075,0,0,0,0,0.0105261,0,0,13.41725,0
"ACTN3",0,0,0,0,3.105215,0,0,0.789012,0,0,0.458456,0,0,0,0,0,0,0,4.62372,0
"ACTN4",2.01906,2.52895,0.509458,0,0.507437,7.86087,0.0099443,0.6766505,0,1.374,2.004605,14.58435,20.7604,0,6.27572,0.2043915,0.9789445,0.14328555,0.06248115,0.1288051
"ACTR10",0.170498,0.720245,12.5943,0.4804245,2.02968,0.872989,1.2377255,3.999625,0.2057825,0.1014845,5.495485,0.02828875,0.873073,0.15860705,0.3564245,211.554,6.76585,0.1433366,0.04832085,0.1626668
"ACTR1A",48.1162,2.52496,0,0,0.7584235,0.102489,0.03920685,0.5674955,1.868735,0,3.58345,0.0379085,0,0,0.695476,0,0.1453655,0.02277345,0,0.13795285
"ACTR1B",0,0,0,0,0,0,0.9954285,0,129.547,0,0.10598715,0,80.6712,0,0.1716655,0,0,0,0,0.1082405
"ACTR2",24.8806,0,0.0592682,1.379749,0,0.0419618,1.968915,0.11821,33.6851,73.68745,5.641195,0.3811855,53.4113,0,0.10190275,17.02705,13.05825,112.8525,0.03426055,0.1101658
"ACTR3",0.294492,0,0.0356339,4.61871,4.123735,0.0267473,0.350979,0.9064015,10.5426,0.01221655,0.629681,23.4646,9.40297,7.955445,0.04973685,0.33746,14.9343,0.0249657,0.21321,31.0677
"ACTR3B",0,0,3.11996,0.0317596,0.650903,0,0,8.354995,0,0,0.1642515,0,0,0,0,76.13825,0.1285335,0,0.296485,0
"ACTR3BP2",0,0,0,0,0,0,0.1200295,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP5",0,0,0,0,0,0,0.0810153,0,0,0,1.335172,0,0,0,0,0,0,0,0,0
"ACTR3C",0,0,0,0,0,0,0,0,0,0,0.4549425,0,0,0,0,0,0,0,13.00015,0
"ACTR5",0,0,0,0,0,0,0,0,0,0,0.048935,0,0,0,0,0,0,0,0,0
"ACTR6",0.719736,0.034463,0,0.09765205,0.4623715,0.0780739,0.9394655,0.2939545,0.0439673,0.0202527,0.523332,0.126705,0.982878,0.08348655,0.1316405,0.0176562,1.0272675,0.01637205,0.5900575,0
"ACTR8",0,0,0,1.39564,0,0,0,0.0360612,0.02136905,0,0.1954269,0,0,0,0,0.02496985,0.0270207,0.023646,0,0
"ACTRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT3",0,0,0,0,0,0,0,0,0,0,8.71343,0,0,0,0,0,0,0,0,0.0333628
"ACVR1",2.44578,0,0,0,0.0435526,0,0,0,0,0,0,0.0245956,0,0,0.02344415,0,0,0.02962465,0,0.12140105
"ACVR1B",0,0,0,0.0814955,0,0,1.79569,0,76.1548,10.12935,0.9636805,24.6704,2.43864,0,0.265263,0,1.50365,0.0403226,0.0548897,0
"ACVR1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990625,0,0,0,0,0,0
"ACVR2A",3.39281,0.0377513,0.0827468,26.1933,7.55008,0.14649,0.288934,1.729515,17.1899,0.0218126,6.75815,0,0,0.0168083,2.594335,27.39545,0.6369555,60.7232,63.90305,0.01853855
"ACVR2B",0.111062,0.0320847,0.0947269,0.315304,1.29302,31.5178,0.09132495,4.926215,0.6550625,0.04974075,0.1137845,0.0457608,0.0141926,0.012739025,0.0530882,0.01084666,0.458728,1.51923,6.499405,0.307535
"ACVR2B-AS1",0.0717576,0.510804,0.129997,0.3122295,0.219229,0.369264,0.4797035,0.4116125,0.0559295,0.1624728,4.147565,0.2697,0.0461713,0.050216,0.1407055,0.04293405,0.934439,0.08286055,0.06185555,0
"ACVRL1",0.394661,0,0.555276,8.9577,0.2102225,0.785196,0.975396,0.7824415,0.066397,0.3610505,0.5681165,0.2534395,0,0.765888,1.087885,0.05609305,1.523105,0.6590385,0.0521325,0.291919
"ACY1",0,0,0,0,0,0,0.3416835,0.578848,0,0,0.25234955,0,0,0,0,0,0,0,0,0
"ACY3",0,0,0,0,0,0,0,1.602425,0,0,1.0261095,0,0,0,0,0,0,0,0,34.2502
"ACYP1",0,56.8722,0,0.2071,7.64786,0,0.175942,10.6144,323.899,0,0.489656,0,0,0,0.2398965,100.54495,0,0,579.245,859.5175
"ACYP2",0,0,0.234688,0,0.2516015,1.77484,0.7936275,0,10.402845,6.25668,2.532685,0.1557035,0,3.323215,0,4.211755,0.2252275,0.837733,0.49883,4.1555
"ADA",0,0,0,0,0,0,0,3.348545,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD2",0,0,0,0,0,0,9.5834,0.187996,0,0,0.6621435,0,0,0,0,0,0.8892485,0,0,0
"ADAL",0,0,0,0,0.05359025,0,0.01278585,0,0,0,9.93498,0,0,0,0,0,0.534313,1.506585,0.155949,0.0305128
"ADAM10",0,0.0144804,0.911804,0.0214093,0,0.199263,0,1.61332,0.3683885,4.872615,2.197785,0,0.0124095,0,5.13153,0.02185495,0.93293,0.168175,0,0
"ADAM11",0,0,0,0,0.1198325,0.0880044,0,1.49504,0,0,0.06555135,0,0.125423,0.0960924,0.02713275,0,0.397626,0,3.93666,0.051674
"ADAM12",0,0,0,0,0.01570515,0,0,0,11.3883,0,0.149672,0,0,0,0,0,0,0,0,0
"ADAM15",0,0.1362,0.543549,0,0,0,0,3.596295,0,0,0.09806785,0,0,0,4.06612,0,0.0325009,0,0,0
"ADAM17",0.0381287,2.08194,0.738644,0,7.365065,0.939756,0,2.01253,0.0210548,0,0.1017405,0,0,0,0.1821265,17.92625,0.02750855,0,35.74895,0
"ADAM18",0,0,0,0,0,0,0,1.1124645,0,0,0,0,0,0,0,0,0.4127105,0,0,0
"ADAM19",0,0,2.36505,0,0.01355885,0,0.0154049,0.03825135,3.27834,0,0,2.77338,0,0,8.5501,0.01894235,0.09663085,0.11534965,104.507,0.02216705
"ADAM1A",0,0,0,0,0,0,0,0,0,0,0.06788115,0,0,0,0,0,0,0,0.100507,0
"ADAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM20",0,0,0,0,0,0,0,0,0.1536465,0,0,0,0,0,0,0,0,0,0,0
"ADAM20P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01293725,0,0,0,0,0
"ADAM21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM21P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050242
"ADAM22",0.0132043,0,0,0,0.1293638,0,0,0,0,0.05626595,0.00755775,0,0,0,0,0.1474205,0,0,0,0
"ADAM23",0,0.249317,0.391705,0,0.4253375,0,0,1.422125,0,0,0.00944585,0,0,4.24567,5.73014,0,0.0269938,28.08655,0,0.04378995
"ADAM28",0,0,0,0,0.04426915,0,0.0116172,0.0470557,0.0695904,0,0.02441265,0,0,0,0,0,0.3349275,0.1115859,0,0.09714515
"ADAM29",0,0,0,0,0.203723,0,0,0,0,0,0.03114915,0,0,0,0,0,0,0,0,0
"ADAM30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM33",0,0.0911568,0.140543,0.2735095,0.09826205,3.80658,0.08535895,2.33678,0,0,0.2676925,0.591898,0,0.1039253,0.031953,0,0.0355163,0,0.0554155,0
"ADAM3A",0,0.0323303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM6",0,0,0,0,6.59325,0,0.6186605,0,0,0,4.36345,0,0,0,0,0,4.23411,0,0,0
"ADAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM8",0,0,0,0,0,0.160867,0.800796,0.081723,0.077912,2.527095,0.02944625,0,0,0,1.2678855,0.0371252,1.0068425,0.0911605,0,0.296522
"ADAM9",0,0,0.0199895,0,0,0,0,10.3064,0.0082706,7.122885,0,4.357355,0.778433,0,0,0,0,0.948861,0,0
"ADAMDEC1",0,0,0,0,0,0,0,0,0,0,0.0636085,0,0,0,0,0,0,0,0,0
"ADAMTS1",0,0,0.268628,0,0,0,0,0,0,0,0.0554965,0,0,0,0,0,0,0,0,0
"ADAMTS10",36.2527,0,0,0,0.286889,1.58963,0.6241605,0.065859,0.105879,0,1.751405,0,0,0.0747745,1.490425,0,0.8983915,0,0.185255,0
"ADAMTS12",0,0,0,0,0,0,0.177094,0,0,0,0.08927145,0,0,0,0,0,0,0,3.5634,0
"ADAMTS13",0,0.105339,0,0.200966,0.0571399,0,0,0,0,0.02195375,0.4876925,0.0517255,0.104723,0,0.01787585,0,0,0,0,0.146289
"ADAMTS14",0,0,0,0.08591495,0.1537185,0,0.360773,0.06309925,0,0,0,0.0138116,0,0,0,0,0,0,0,0
"ADAMTS15",0.111118,0,0,0,1.72144,0,0,0,0,0,0.00479763,0,0,0.03776935,0.0201901,0,16.46775,0,0,0
"ADAMTS16",0,0,0,0,0.01050985,0,0,0,0,0,0,0,0,0,1.283455,0,0.866803,0,0,0
"ADAMTS17",0.88307,1.53778,0.893454,1.3283,1.45001,1.56172,2.07611,1.30035,0.06537135,1.1963365,2.414855,0.9629585,0.268864,1.209505,1.076649,0.4022435,2.375555,0.1082808,0.827641,0.433521
"ADAMTS18",0,0,0,0,0,0,1.88456,0,0,0,0,0,0,0.02096045,0,0,0,0,0,0
"ADAMTS19",0,0,0,0,0,0,0,0.06132695,0,0,0.03916825,0,0,0,0,0,0,0,0,0
"ADAMTS19-AS1",0,0,0,0,0,0,0,1.5872455,0,0,0.15798375,0,0,0,0,0,0,0,0,0
"ADAMTS2",0,0.583631,1.85882,0.455021,0.3040675,4.9722,5.81449,0.3018345,0,0.2947625,1.45921,0.2039105,0.772173,0.62161,0.5791705,0,1.316775,0,0.2291185,0.159061
"ADAMTS20",0,0,0,0,0.0316732,0,0,0,0,0,0.0632227,0,0,0,0,0,0,0,0,0.1375345
"ADAMTS3",0,0,0.0154483,0,0.07287535,0,0,0,0,0,0.0847775,0,0,0,0,0,0,0,0,0
"ADAMTS4",0.86537,3.80434,0.546146,1.95883,4.50927,1.63571,3.692865,4.085395,0.6708665,3.993955,4.70609,4.37668,2.08828,4.70554,2.360365,1.96585,4.15293,3.645735,2.56071,1.482765
"ADAMTS5",0.0126555,0,0,0,0.00522505,0,0.0182144,0.641641,0,0,0,0,0,0.0706003,0,0,0,0,0.00376984,0
"ADAMTS6",0,0,0,0,0,0,0,0,0,0,0.198168,0,0,0,0,0,0,0,0,0
"ADAMTS7",0.164781,0,0,0.112464,0.5763145,0.563054,1.61193,0.00885905,0,0,0.1459508,0,0,0.9920415,0,0,0.4548215,0,0,0
"ADAMTS7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7099525,0,0,0,0,0,0
"ADAMTS8",0,0,0,0,0,0,0,0.172069,0,0,0.3141315,0,0,4.02754,4.21237,0,2.42606,0,0,0
"ADAMTS9",0,0,0.212241,0,0,0,0,0,0,0,0.0334737,0.0097778,0,0,0,0,0,0,0,0
"ADAMTS9-AS1",0,0,0,0,0.01634095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS9-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL1",0,0,0.405493,0,0,0,0.0077101,0.0444607,0,0,0.851209,0,0,0,0.199723,0,0,0,0,0
"ADAMTSL2",6.83677,1.6888,1.43245,2.33504,10.1236,3.53095,2.41104,8.13873,1.1989165,2.98472,3.200795,0.776862,3.44076,5.38472,5.40011,1.43979,3.26947,5.347725,2.18209,0.900595
"ADAMTSL3",0,0,0,0.08554975,0.1077957,0,0,0,0,0,0.1301967,0,0,0,0,0,0.5219485,0.0065254,2.246585,0
"ADAMTSL4",0,0,0,0,2.296955,4.40974,0.273853,4.76795,0.09757,0,1.121094,0,0,0,0.390323,0,0,0,0,0.107322
"ADAMTSL4-AS1",0.231539,3.97987,0.221751,1.62079,3.586275,0,2.00577,2.47475,0.2264075,1.2423485,6.281545,2.35319,3.3717,1.154065,5.52933,0.4444115,4.392145,0.6551535,0.0620685,0.468151
"ADAMTSL5",0,0.123539,0,0.04982105,0.37012475,0,0.8298645,0.4243645,0,0,0.136094,1.1932255,0,1.59727,0.17909835,0,0.22691,0,0,0.09219
"ADAP1",0,0.186372,0,0,0,0,2.320935,0,1.438235,0.075928,0.01216985,0.0467064,1.11663,0,0.0316811,69.8038,0,0,16.5779,0.152156
"ADAP2",0,0,0,0,0,0,0.035629,0,0,0,0,0,0,0,0,0.02431025,0,0,0,0
"ADAR",0.775827,1.14627,0.131688,0.1260987,1.60203,3.70413,0.8441265,7.01996,0.7091435,103.968,4.985325,44.7343,2.40144,0.722475,1.94181,0.03295705,1.57212,0.3320945,0.2899105,0.4476045
"ADARB1",0.137818,0.256412,0.0714806,0,0.5963005,0.341865,0.2966425,4.559,2.54237,0.1709375,2.75976,0.1536035,0.0960973,1.54562,0.5514935,0,0.5090475,0.07871995,0.11547745,0.02195415
"ADARB2",0,0.0416064,0.159791,0.1486265,0.7078975,0,0.06057085,1.091249,0.0893437,0.02137215,0.4052365,0.2106755,0,0.14455895,0.664163,0.0249814,0.326573,0,0.0079629,0.00923115
"ADARB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10937,0,0,0
"ADAT1",2.98891,0.902583,0.642297,1.500325,10.261095,4.61506,2.074355,4.4223,0.301661,5.025775,7.56206,1.473965,2.20543,2.08248,2.05353,1.627515,4.53239,1.695545,5.55285,1.54786
"ADAT2",0.113857,0.118643,0.121085,0.214383,0.231757,0.106564,0.03708265,0.36549,0.04453085,0.08477335,0.9083345,0.170344,0.0412259,0.234472,0.148776,0.0791934,0.4793235,0.00542195,0.08688745,0.206397
"ADAT3",0,0,0,0,0,0,1.274986,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK1",0,0,0,0,3.41167,0,11.23025,0,0,0,0,0,0,0,0.0730933,0.0799475,26.08265,0,0,0
"ADCK2",0,0,0,0,0,0,0,0.471962,0.10845355,0,5.00709,0,0,53.0727,0.051812,0.7073845,0,0,0,1.65861
"ADCK3",0,0,0,0,0.0194589,0,0,0,0,0,1.10804,3.236455,0,5.77421,0.03893825,0,0,0.0623545,0,0.0718645
"ADCK4",0,0.334944,0,0,0,0,0.056268,1.199549,0,19.97055,0,0,0,0,0,0,0,0,0,0
"ADCK5",0,0,0,0,0,0,0,0,0,0,1.67872,0,0,0,0,0,0,0,10.21769,0
"ADCY1",0.976935,0.251285,0.211207,0.47454,5.71806,0.273301,0.4611375,1.0628405,8.709225,0.520016,2.732985,0.592996,0.0392214,0.5588705,0.685557,0.6256685,0.7610225,7.047495,7.69911,0.3924815
"ADCY10",0,0,0,0,0,0,0.587629,0.5685695,0,0,0.02655025,0,0,0,0,0,0,0,0,0
"ADCY10P1",0.566206,0.0211632,0.617976,1.47364,0.143028,0.630837,0.1182835,0.27854,0.2153725,0.3322095,0.4427605,0.449061,0.0375339,0.173279,0.067656,0.16110255,0.2061135,0.01813105,0.2608675,1.759255
"ADCY2",3.2352,0.0580215,0,0.04076745,0.225247,0,0.12716125,0.123534,0.08549435,0.165283,0.371056,0.1739435,0.0523423,0.0191965,0.341193,1.47316,18.7658,0.4823625,0.0544532,0
"ADCY3",0,0,0,0,0.0118248,0,3.984725,3.21275,0,0,0.04529695,0,0.0505206,0.04620625,0.23778,0.702399,0.173341,0.19922075,0.0348198,22.1457
"ADCY4",0,0,0,0,0.1298465,0,0.4495725,0.254009,0,0,0,0,0,0.0646,0,0,0,0,0,0.065016
"ADCY5",0,0,0,0,0.1037573,0.0595216,0,0.9446465,0.01223115,0,0,0,0,0,0,0,6.18091,0,0,0
"ADCY6",0.883944,0.51513,0.285644,0.3194375,1.68155,0.193544,1.0261305,1.67292,0.6592565,1.202246,3.388465,1.697835,0.217377,1.246555,1.67735,0.2728209,1.315625,0.495353,1.4423,2.32241
"ADCY7",0,0,0,0.059213,5.05082,0,0.0197691,0.052055,0.079882,0,0.533449,0,0,0,0.01450965,0.0219863,0,0,0,0.585406
"ADCY8",0,0,0.220842,0,0.227283,0,0.0295969,0,0,0,0.02556705,0,0,3.33242,0,0,0.0349297,0,0,0
"ADCY9",0,0,0,0,1.815395,0,0.02312415,0,0.01906365,0,1.682015,0,0,0,0.0069146,0,0.01099675,0,0,0
"ADCYAP1",0,0,0,0,0.01814095,0,0,0,0,0,0.2236465,0,0,0.0481447,0.0334386,0,0,5.614935,0,0
"ADCYAP1R1",0,0.025737,1.24348,0,0,0,4.55592,0.0219511,0.00825515,0,0,0.7790315,0,0.5959005,2.099605,73.19985,0.02116345,0.0368181,7.86943,0
"ADD1",20.6471,76.1741,37.706,0.03725,0.03637435,67.6434,11.6393,3.516865,4.440515,0.0289556,3.21717,5.84456,0.158902,60.4212,0.0925194,39.668,0,0,7.368335,0.474046
"ADD2",0,0.13722,6.15809,0,0.9220485,0,3.19998,0.1537802,3.70578,0.0507582,3.946695,0,4.42886,0,11.48515,165.307,0.01139355,0,0,0
"ADD3",0,0.322051,0,0.0125473,5.55885,0,0.6635835,0.3890565,0.02206525,0.14914885,0.029584,47.2054,0,0.0114013,0.02519925,29.91255,1.76123,0.00843995,15.4452,0
"ADD3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGB",0,0,0,0,0,0,0.15327795,0.07764875,0,0,0,0,0,0,0,0,1.429227,0,0,0
"ADH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14941,0,0,0
"ADH1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH4",0,0,0,2.106165,1.0331555,0,0.4743015,0.3712875,0,0.43384,0.25065,2.71692,0,0,0.997142,0,0.5678555,0,0.1210449,0.4307355
"ADH5",0,0.0349566,33.7528,0,0.02007555,0,0,0.5110125,0.0282047,94.0848,1.80592,0,0,0.02019255,0.21691,0.061951,0,113.6725,1.48719,79.7694
"ADH6",0,0,0,0,0.1075575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADHFE1",0,0,0,0,0,0,0.1739415,0,0,0,7.354395,0,0,0,0,0,0,0,0,0
"ADI1",2.4078,0.52721,21.8041,3.7898,2.97238,1.49979,1.287449,2.27523,1.81557,2.74929,5.815135,0.08314285,1.06245,0.3837755,4.426375,1.119727,4.727095,0.1475485,16.3169,0.206884
"ADIG",0,0,0,0,0,0,0,0,0,0,0.222639,0,0,0,0,0,0,0,0,0
"ADIPOQ",0.733598,0.801669,1.3148,0.651296,2.009735,3.0693,1.224635,1.728705,0.7033585,0.7869655,3.75446,0.6139285,0.26574,1.995765,1.826715,0.0759106,2.62591,0.408971,0.4371585,1.440555
"ADIPOQ-AS1",0,0.0736354,0,0.02738305,0.470016,0,0.0995683,0.2608995,2.377965,0.374522,0.5026085,0.01200175,0.0667946,1.1495865,0.901825,0,1.0513035,0,0.2793755,0.067252
"ADIPOR1",6.55018,8.69861,0,0,13.51435,3.59353,1.22208,1.999535,13.2433,0.085339,0.280626,9.378795,7.16239,4.25285,0.130078,0.0900146,0.1224029,13.7128,291.877,0.1030978
"ADIPOR2",0,0,0,0,0.3377955,1.67685,0,0,0,0,3.681605,0,0.0274843,0,0,0.02546,0,0,0,0.013833
"ADIRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADK",0,0,0,0,0,0,0,0.6108745,0,0.0255718,0.1299324,0,0,0.02737325,0,0,0,0,0,0
"ADM",0,0,0,0,0,0.278879,0,0,0,0,0.02653635,0,0,0,0,0,0.0810845,0,0,0
"ADM2",2.21942,1.84359,1.1463,2.129755,3.152765,2.27768,3.83178,5.11855,1.520855,1.25083,4.155565,2.90397,2.0401,2.68532,2.617805,1.49045,2.66183,1.65402,0.4778065,1.075179
"ADM5",0,1.14742,0,0,0.062511,0,0,0,0,0,0.0395853,0,0,0,0,0,0.1680658,0,0,0
"ADNP",41.1542,0.04217,2.85099,8.53246,0.035877,0,0.832211,0.338545,0.3800665,1.1875855,9.426635,0.120597,0.0121679,0,0.0467516,0.1791665,12.52435,0.1747795,0,1.476585
"ADNP2",20.6764,6.9786,12.9378,11.269635,0.688494,0.28657,0.0226794,0,0,0,1.043985,0,1.03597,0,5.96525,0.110642,0,0,0,0.01857135
"ADNP-AS1",1.55802,0,0,0.111692,2.629475,0,0.0459244,0,0,0,0.2416825,0.0419185,0.100694,0,0,0,0.3341155,0,0.04980755,0
"ADO",0,0,0,0,0.01505375,0,4.831765,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA1",0,0,0,0,18.60895,0.293647,0,0.5895465,68.0665,0,0.5278115,0.289347,10.6007,0,0.0384992,0.3422125,0,0.0331185,1.776285,0
"ADORA2A",0,0,0,0,2.55106e-14,0,0,8.997705,0.0853295,0,0,0,0,0,0,0,0,0,0,2.341195e-05
"ADORA2A-AS1",0.846389,0.220993,1.42065,13.26325,0.936132,0.849877,0.629869,1.607025,1.1617585,1.984425,2.474775,0.2167725,0.5157,0.399491,1.590645,0.4663985,0.9826595,4.16349,0.20464395,0.2813745
"ADORA2B",0,0,0,0.261616,0.956484,0.17146,0.562519,1.593685,0.2044315,0.0715185,2.076135,0.6285925,0.373453,0.087672,0.4939445,0,1.143095,0,0,0.04206915
"ADORA3",0,0,0,0,0,0,0,0.04714895,0,0,0,0,0,0,0,0,0,0.0593235,0,0.067819
"ADPGK",0,0,0,0,0,0.117239,0,0,0.096056,0,0.3138395,0,0,0,0.0366766,0,0,0.054078,0,0
"ADPGK-AS1",0,0,0,0,0.218002,0,0.419619,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0.019381,0,0,0,0,27.62625,0
